"title","url","date","topics"
"Reactions Vary on Cohen Tapes","https://www.allsides.com/story/reactions-vary-cohen-tapes","2018-07-21","Politics"
"Michael Cohen Recorded Trump Talking About Payment to Former Playboy Model","https://www.allsides.com/story/michael-cohen-recorded-trump-talking-about-payment-former-playboy-model","2018-07-20","Politics"
"Intel Chief Surprised By Putin Invite to DC","https://www.allsides.com/story/intel-chief-surprised-putin-invite-dc","2018-07-20","Russia"
"House Republicans Block Democrats' Attempt to Subpoena Trump-Putin Interpreter","https://www.allsides.com/story/house-republicans-block-democrats-attempt-subpoena-trump-putin-interpreter-testify","2018-07-19","Russia"
"Trump Continues to Explain Putin Posture","https://www.allsides.com/story/trump-continues-explain-putin-posture","2018-07-19","White House"
"Maria Butina Indicted on Charges of Being Russian Agent","https://www.allsides.com/story/maria-butina-indicted-charges-being-russian-agent","2018-07-18","Russia"
"Democrats Are Voicing Concern Over Ocasio-Cortez","https://www.allsides.com/story/democrats-are-voicing-concern-over-ocasio-cortez","2018-07-18","Politics"
"Trump Says He Misspoke on Russian Election Meddling","https://www.allsides.com/story/trump-says-he-misspoke-russian-election-meddling","2018-07-17","Russia"
"MGM Files Lawsuit Against Las Vegas Shooting Victims Claiming It Has ""No Liability""","https://www.allsides.com/story/mgm-files-lawsuit-against-las-vegas-shooting-victims-claiming-it-has-no-liability","2018-07-17","Violence in America"
"Trump Faces Criticism Over Press Conference With Putin","https://www.allsides.com/story/trump-faces-criticism-over-press-conference-putin","2018-07-17","National Security"
"Trump Says He Believes Putin on Russian Election Interference","https://www.allsides.com/story/trump-sides-putin-over-election-meddling","2018-07-16","Russia"
"Trump Calls European Union, Russia, China 'Foes' of U.S.","https://www.allsides.com/story/trump-calls-european-union-russia-china-foes-us","2018-07-16","World"
"Trump and Putin Summit Underway in Helsinki","https://www.allsides.com/story/trump-and-putin-summit-underway-helsinki","2018-07-16","National Security"
"British PM Theresa May Says Trump Advised Her to Sue EU Over Brexit","https://www.allsides.com/story/british-pm-theresa-may-says-trump-advised-her-sue-eu-over-brexit","2018-07-15","Europe"
"Russian Intelligence Officers Charged with Meddling in 2016 U.S. Election","https://www.allsides.com/story/russian-intelligence-officers-charged-meddling-2016-us-election","2018-07-14","Russia"
"Peter Strzok Testifies to Congress About Anti-Trump Bias","https://www.allsides.com/story/peter-strzok-testifies-congress-about-anti-trump-bias","2018-07-13","FBI"
"Trump Ramps Up 'Fake News' Comments in Europe","https://www.allsides.com/story/trump-ramps-fake-news-comments-europe","2018-07-13","Fake News"
"Trump Holds Joint Press Conference with Teresa May","https://www.allsides.com/story/trump-holds-joint-press-conference-teresa-may","2018-07-13","Great Britain"
"Trump Holds Joint Press Conference with Teresa May","https://www.allsides.com/story/trump-holds-joint-press-conference-teresa-may-0","2018-07-13",""
"Controversial Justice Dept. Nominee With Ties to Russian Bank Confirmed By Senate","https://www.allsides.com/story/controversial-justice-dept-nominee-ties-russian-bank-confirmed-senate","2018-07-12","Justice Department"
"Fact Check: A Look At Trump's Claims About NATO","https://www.allsides.com/story/fact-check-look-trumps-claims-about-nato","2018-07-12","National Security"
"Trump Administration Misses Deadline to Reunite Migrant Children with Parents","https://www.allsides.com/story/trump-administration-misses-deadline-reunite-migrant-children-parents","2018-07-11","Immigration"
"Senate Votes to Push Back on Trump's Tariffs","https://www.allsides.com/story/senate-votes-push-back-trumps-tariffs","2018-07-11","Trade"
"NATO Summit Opens","https://www.allsides.com/story/nato-summit-opens","2018-07-11","World"
"Automakers Express Concern Over Potential 20 Percent Tariff on Automotive Imports as Companies Make Business Changes","https://www.allsides.com/story/automotive-industry-expresses-concern-over-new-tariffs-companies-make-business-changes","2018-07-10","Trade"
"Trump Pardons Oregon Ranchers Whose Case Sparked Wildlife Refuge Standoff","https://www.allsides.com/story/trump-pardons-oregon-ranchers-whose-case-sparked-wildlife-refuge-standoff","2018-07-10","Criminal Justice"
"Brett Kavanaugh Nominated to Supreme Court","https://www.allsides.com/story/brett-kavanaugh-nominated-supreme-court","2018-07-10","Supreme Court"
"Rep. Jim Jordan Accused of Ignoring Sexual Abuse Scandal at Ohio State University","https://www.allsides.com/story/rep-jim-jordan-accused-ignoring-sexual-abuse-scandal-ohio-state-university","2018-07-09","Sexual Misconduct"
"Starbucks to Eliminate Plastic Straws by 2020","https://www.allsides.com/story/starbucks-ban-all-plastic-straws-2020","2018-07-09","Environment"
"More Boys Freed From Thailand Cave","https://www.allsides.com/story/more-boys-freed-thailand-cave","2018-07-09","Asia"
"White House Suspends Billions in Obamacare Insurer Payments","https://www.allsides.com/story/white-house-suspends-billions-obamacare-insurer-payments","2018-07-08","Healthcare"
"Secretary of State Pompeo Meets with North Korea","https://www.allsides.com/story/secretary-state-pompeo-meets-north-korea","2018-07-07","North Korea"
"Alt-Right Leader Richard Spencer Detained and Sent Back to U.S. While Traveling in Europe","https://www.allsides.com/story/alt-right-leader-richard-spencer-barred-entering-sweden","2018-07-06","World"
"June 2018 Jobs Report: 213,000 Jobs Added, Unemployment Rate at 4% as Labor Force Increases","https://www.allsides.com/story/june-2018-jobs-report-213000-jobs-added-unemployment-rate-4-labor-force-increases","2018-07-06","Economy and Jobs"
"China Retaliates as US Tariffs Take Effect","https://www.allsides.com/story/china-retaliates-us-tariffs-take-effect","2018-07-06","Trade"
"EPA Chief Scott Pruitt Resigns Amid Ethics Controversies","https://www.allsides.com/story/epa-chief-scott-pruitt-resigns-amid-ethics-controversies","2018-07-05","Politics"
"Former Fox News President Bill Shine Hired as White House Communications Director","https://www.allsides.com/story/former-fox-news-president-bill-shine-hired-white-house-communications-director","2018-07-05","White House"
"Trump Narrows Candidates for Kennedy Replacement","https://www.allsides.com/story/trump-narrows-candidates-kennedy-replacement","2018-07-05","Supreme Court"
"Happy Fourth of July 2018","https://www.allsides.com/story/happy-fourth-july-2018","2018-07-04","Holiday"
"Judge Rules Students Do Not Have Fundamental Right to Literacy","https://www.allsides.com/story/judge-rules-students-do-not-have-fundamental-right-literacy","2018-07-03","Education"
"Judge Rules Asylum Seekers Must Receive Individual Parole Hearings, Orders DHS to Stop Blanket Detentions","https://www.allsides.com/story/judge-rules-asylum-seekers-must-receive-individual-parole-hearings-order-dhs-stop-blanket","2018-07-03","Immigration"
"Trump Meets with Supreme Court Contenders","https://www.allsides.com/story/trump-meets-supreme-court-contenders","2018-07-03","Supreme Court"
"Kentucky Cuts Medicaid Dental, Vision Benefits for 460,000 After Work Requirement Ruling","https://www.allsides.com/story/kentucky-cuts-medicaid-dental-vision-benefits-460000-after-work-requirement-ruling","2018-07-02","Medicaid"
"Michael Cohen Says Loyalty Lies with 'Family and Country', Not President Trump","https://www.allsides.com/story/michael-cohen-says-family-and-country-first-loyalty-not-president-trump","2018-07-02","Politics"
"Left-Leaning Populist Andres Obrador Wins Mexico's Presidential Election","https://www.allsides.com/story/left-leaning-populist-andres-obrador-wins-mexicos-presidential-election","2018-07-02","Mexico"
"Nationwide Protests Against Immigrant Family Separation","https://www.allsides.com/story/nationwide-protests-against-immigrant-family-separation","2018-07-01","Immigration"
"Several Democrats Call to Abolish ICE, President Trump Responds","https://www.allsides.com/story/democrats-call-abolish-ice-president-trump-responds","2018-06-30","Immigration"
"Shooting at Maryland Newspaper","https://www.allsides.com/story/shooting-maryland-newspaper","2018-06-29","Violence in America"
"Gowdy and Rosenstein Engage in Tense Exchange Over Russia Probe","https://www.allsides.com/story/gowdy-and-rosenstein-engage-tense-exchange-over-russia-probe","2018-06-28","Russia"
"Putin-Trump Summit Set for July 16 in Helsinki","https://www.allsides.com/story/putin-trump-summit-set-july-16-helsinki","2018-06-28","National Security"
"Politicians and Media Personalities Call for Delayed Vote on New Supreme Court Pick","https://www.allsides.com/story/politicians-and-media-personalities-call-delayed-vote-new-supreme-court-pick","2018-06-27","Supreme Court"
"Supreme Court Justice Anthony Kennedy Announces Retirement","https://www.allsides.com/story/supreme-court-justice-anthony-kennedy-announces-retirement","2018-06-27","Supreme Court"
"Supreme Court Rules Public Sector Unions Can't Force Members to Pay Dues","https://www.allsides.com/story/supreme-court-rules-public-sector-unions-cant-force-members-pay-dues","2018-06-27","Supreme Court"
"Supreme Court Overturns California Law Requiring Faith-Based Pregnancy Centers to Disclose Abortion Options","https://www.allsides.com/story/supreme-court-overturns-california-law-requiring-faith-based-pregnancy-centers-disclose","2018-06-26","Abortion"
"Congressional Budget Office Says National Debt Headed Toward Historic Levels","https://www.allsides.com/story/congressional-budget-office-says-national-debt-headed-towards-historic-levels","2018-06-26","Budget - Debt"
"Supreme Court Upholds Trump Travel Ban","https://www.allsides.com/story/supreme-court-upholds-trump-travel-ban","2018-06-26","Supreme Court"
"Congressional Leaders Criticize Maxine Waters","https://www.allsides.com/story/congressional-leaders-criticize-maxine-waters","2018-06-26","US Congress"
"Harley Davidson to Move Production Overseas Due to Tariffs","https://www.allsides.com/story/harley-davidson-move-production-overseas-due-tariffs","2018-06-25","Trade"
"Robert Mueller Obtains Access to Trump Ally Erik Prince's Phone and Computer","https://www.allsides.com/story/robert-mueller-obtains-access-trump-ally-erik-princes-phone-and-computer","2018-06-25","Russia"
"Trump Calls For Speedy Deportations","https://www.allsides.com/story/trump-calls-speedy-deportations","2018-06-25","Immigration"
"Restaurant Refuses to Serve Sarah Sanders","https://www.allsides.com/story/restaurant-refuses-serve-sarah-sanders","2018-06-24","Polarization"
"Trump Holds Event with ""Angel Families""","https://www.allsides.com/story/trump-holds-event-angel-families","2018-06-23","Immigration"
"Trump Urges GOP Lawmakers to Drop Immigration Effort","https://www.allsides.com/story/trump-urges-gop-lawmakers-drop-immigration-effort","2018-06-22","Immigration"
"Trump Administration Proposes Government Reorganization","https://www.allsides.com/story/trump-administration-proposes-government-reorganization","2018-06-21","Politics"
"Migrant Children Battle Moves to Congress","https://www.allsides.com/story/migrant-children-battle-moves-congress","2018-06-21","US House"
"President Trump Signs Executive Order Ending Family Separation at the Border","https://www.allsides.com/story/president-trump-signs-executive-order-ending-family-separation-border","2018-06-20","Immigration"
"Trump  Backs House Immigration Bills","https://www.allsides.com/story/trump-backs-house-immigration-bills","2018-06-20","Immigration"
"Trump Administration Announces Withdrawal From United Nations Human Rights Council","https://www.allsides.com/story/trump-administration-announces-withdrawal-united-nations-human-rights-council","2018-06-19","World"
"President Trump Threatens Government Shutdown Over Border Wall Funding","https://www.allsides.com/story/president-trump-threatens-government-shutdown-over-border-wall-funding","2018-06-19","Immigration"
"Trump Defends Family-Separation Policy","https://www.allsides.com/story/trump-defends-family-separation-policy","2018-06-19","Immigration"
"Supreme Court Sidesteps Decision on Gerrymandering","https://www.allsides.com/story/supreme-court-sidesteps-decision-gerrymandering","2018-06-18","Elections"
"President Trump to Create 'Space Force' as Sixth Military Branch","https://www.allsides.com/story/president-trump-create-space-force-sixth-military-branch","2018-06-18","US Military"
"Outrage Grows Over Separating Families at the Border","https://www.allsides.com/story/outrage-grows-over-separating-families-border","2018-06-18","Immigration"
"Happy Father's Day 2018","https://www.allsides.com/story/happy-fathers-day-2018","2018-06-17","Holiday"
"White House Says Trump Will Sign GOP Immigration Bill","https://www.allsides.com/story/white-house-says-trump-will-sign-gop-immigration-bill","2018-06-16","Immigration"
"Paul Manafort Sent to Jail, Pending Trial","https://www.allsides.com/story/paul-manafort-sent-jail-pending-trial","2018-06-15","Politics"
"Trump Announces Tariffs on $50 Billion in Chinese Goods","https://www.allsides.com/story/trump-announces-tariffs-50-billion-chinese-goods","2018-06-15","Trade"
"House Republicans Draft Compromise Immigration Plan, Would Prevent Separating Children from Parents at Border","https://www.allsides.com/story/house-republicans-draft-compromise-immigration-plan-would-prevent-separating-children-parents","2018-06-14","Immigration"
"New York Attorney General Sues Trump Foundation and Family","https://www.allsides.com/story/new-york-attorney-general-sues-trump-foundation-and-family","2018-06-14","Politics"
"May Jobs Report Sparks Debate on Who Deserves Credit for Strong Economy","https://www.allsides.com/story/jobs-numbers-spark-debate-strength-economy","2018-06-13","Economy and Jobs"
"Michael Cohen Expected to Cooperate With Federal Prosecutors","https://www.allsides.com/story/michael-cohen-expected-cooperate-federal-prosecutors","2018-06-13","Politics"
"Rep. Mark Sanford Loses Primary","https://www.allsides.com/story/rep-mark-sanford-loses-primary","2018-06-13","Elections"
"Canada's Parliament Condemns Trump's Attacks on Trudeau, Endorses Retaliatory Tariffs","https://www.allsides.com/story/canadas-parliament-condemns-trumps-attacks-trudeau-passes-retaliatory-tariffs","2018-06-12","World"
"Bipartisan Group of Senators Move to Reinstitute Sanctions on ZTE Corp.","https://www.allsides.com/story/bipartisan-group-senators-move-reinstitute-sanctions-zte-corp","2018-06-12","China"
"Trump and Kim Jong Un Meet in Singapore","https://www.allsides.com/story/trump-and-kim-jong-un-meet-singapore","2018-06-12","North Korea"
"President Trump and Kim Jong Un Land in Singapore for Historic Summit","https://www.allsides.com/story/president-trump-and-kim-jong-un-land-singapore-historic-summit","2018-06-11","North Korea"
"Net Neutrality Rules Officially Expire","https://www.allsides.com/story/net-neutrality-rules-officially-expire","2018-06-11","Technology"
"Supreme Court Upholds Ohio's Voter Purging Methods","https://www.allsides.com/story/supreme-court-upholds-ohios-voter-purging-methods","2018-06-11","Supreme Court"
"President Trump Backs Out of G7 Agreement","https://www.allsides.com/story/president-trump-backs-out-g7-agreement","2018-06-10","World"
"President Trump Calls for End to Tariffs at G7 Summit","https://www.allsides.com/story/president-trump-calls-end-tariffs-g7-summit","2018-06-09","Trade"
"Pulitzer Prize-winning Columnist Charles Krauthammer Announces He Has Weeks Left to Live","https://www.allsides.com/story/commentator-charles-krauthammer-announces-he-has-weeks-left-live","2018-06-08","Politics"
"Trump Says Russia Should Be Back in the G-7","https://www.allsides.com/story/trump-says-russia-should-be-back-g-7","2018-06-08","Russia"
"Senators Announce Bipartisan Bill to Protect States' Rights on Marijuana Laws","https://www.allsides.com/story/senators-announce-bipartisan-bill-protect-states-rights-marijuana-laws","2018-06-07","Marijuana Legalization"
"President Trump Commutes Sentence of Alice Marie Johnson After Meeting With Kim Kardashian","https://www.allsides.com/story/president-trump-pardons-alice-marie-johnson-after-meeting-kim-kardashian","2018-06-07","Criminal Justice"
"DOJ Report Finds Comey ""Insubordinate"", Rebukes Lynch","https://www.allsides.com/story/doj-report-finds-comey-insubordinate-rebukes-lynch","2018-06-07","Justice Department"
"Obama Administration Granted Iran Secret License to Access U.S. Financial System","https://www.allsides.com/story/obama-allegedly-granted-iran-secret-license-access-us-financial-system","2018-06-06","Middle East"
"Voters Recall California Judge Who Presided Over Brock Turner Rape Case","https://www.allsides.com/story/voters-recall-california-judge-who-presided-over-brock-turner-rape-case","2018-06-06","Sexual Misconduct"
"California and New Jersey Primary Election Results","https://www.allsides.com/story/california-and-new-jersey-primary-election-results","2018-06-06","Elections"
"President Trump Cancels Philadelphia Eagles White House Visit","https://www.allsides.com/story/president-trump-cancels-philadelphia-eagles-white-house-visit","2018-06-05","Sports"
"Mueller Accuses Manafort of Witness Tampering","https://www.allsides.com/story/mueller-accuses-manafort-witness-tampering","2018-06-05","National Security"
"Supreme Court Rules in Favor of Christian Baker in Wedding Cake Dispute","https://www.allsides.com/story/supreme-court-rules-favor-christian-baker-wedding-cake-dispute","2018-06-04","Supreme Court"
"Parkland Students to Launch Gun Control Bus Tour","https://www.allsides.com/story/parkland-students-launch-gun-control-bus-tour","2018-06-04","Gun Control and Gun Rights"
"Trump Says He Can Pardon Himself","https://www.allsides.com/story/trump-says-he-can-pardon-himself","2018-06-04","Politics"
"Trump Legal Team Challenges Potential Subpoena in Russia Probe","https://www.allsides.com/story/trump-legal-team-challenges-potential-subpoena-russia-probe","2018-06-03","Russia"
"United States and North Korea Summit Back On","https://www.allsides.com/story/united-states-and-north-korea-summit-back","2018-06-02","North Korea"
"Media Coverage of Jobs Report Tweet","https://www.allsides.com/story/media-coverage-jobs-report-tweet","2018-06-01","Media Bias"
"Trump Responds to Samantha Bee Comment","https://www.allsides.com/story/trump-responds-samantha-bee-comment","2018-06-01","White House"
"Fact Check: Reports Misleading on Status of Immigrant Children","https://www.allsides.com/story/fact-check-reports-misleading-status-immigrant-children","2018-05-31","Immigration"
"President Trump Will Pardon Dinesh D’Souza","https://www.allsides.com/story/president-trump-will-pardon-dinesh-d%E2%80%99souza","2018-05-31","Politics"
"Walmart Announces Program to Pay for Employees' College Tuition","https://www.allsides.com/story/walmart-announces-program-pay-employees-college-tuition","2018-05-30","Education"
"Missouri Governor Eric Greitens Resigns","https://www.allsides.com/story/missouri-governor-eric-greitens-resigns","2018-05-30","Politics"
"ABC Cancels 'Roseanne' After Roseanne Barr Tweet Sparks Outrage","https://www.allsides.com/story/abc-cancels-roseanne-after-roseanne-barr-tweet-sparks-outrage","2018-05-29","Arts and Entertainment"
"White House to Impose Tariffs on China","https://www.allsides.com/story/white-house-impose-tariffs-china","2018-05-29","China"
"Memorial Day 2018","https://www.allsides.com/story/memorial-day-2018","2018-05-28","Holiday"
"Trump Calls for End to Policy of Separating Immigrant Families","https://www.allsides.com/story/trump-calls-end-policy-separating-immigrant-families","2018-05-27","Immigration"
"Leaders of North and South Korea Have Second Meeting","https://www.allsides.com/story/leaders-north-and-south-korea-have-second-meeting","2018-05-26","North Korea"
"Netflix Announces Deal With Obamas","https://www.allsides.com/story/netflix-announces-deal-obamas","2018-05-25","Arts and Entertainment"
"Harvey Weinstein Under Arrest for Criminal Sex Charges","https://www.allsides.com/story/harvey-weinstein-under-arrest-criminal-sex-charges","2018-05-25","Sexual Misconduct"
"Elon Musk Website May Track Press Credibility","https://www.allsides.com/story/elon-musk-website-may-track-press-credibility","2018-05-24","Media Bias"
"President Trump Pulls Out of Summit with North Korea","https://www.allsides.com/story/president-trump-pulls-out-summit-north-korea","2018-05-24","Foreign Policy"
"Federal Judge Rules President Trump Blocking Users on Twitter Violates Constitution","https://www.allsides.com/story/federal-judge-rules-president-trump-blocking-users-twitter-violates-constitution","2018-05-23","Free Speech"
"Trump Casts Doubt on North Korea Summit","https://www.allsides.com/story/trump-casts-doubt-north-korea-summit","2018-05-23","North Korea"
"Democrats Propose Raising Teacher Pay By Rescinding Tax Cuts For Wealthiest Americans","https://www.allsides.com/story/democrats-propose-raising-teacher-pay-rescinding-tax-cuts-wealthiest-americans","2018-05-22","Education"
"DOJ Agrees to Allow Congress to Review Classified Information","https://www.allsides.com/story/doj-agrees-allow-congress-review-classified-information","2018-05-22","National Security"
"President Trump Signs Bill Scrapping Auto-lending Measure Targeting Racial Bias","https://www.allsides.com/story/president-trump-signs-bill-scrapping-auto-lending-measure-targeting-racial-bias","2018-05-21","Inequality"
"Supreme Court Rules Employers Can Bar Employees From Filing Class-Action Lawsuits","https://www.allsides.com/story/supreme-court-rules-employers-can-bar-employees-filing-class-action-lawsuits","2018-05-21","Supreme Court"
"Trump Demands Review of Russia Probe Surveillance Tactics","https://www.allsides.com/story/trump-demands-review-russia-probe-surveillance-tactics","2018-05-21","White House"
"Aftermath of Texas School Shooting","https://www.allsides.com/story/aftermath-texas-school-shooting","2018-05-20","Gun Control and Gun Rights"
"FBI Informant Reportedly Talked with Trump Campaign Advisers","https://www.allsides.com/story/fbi-informant-reportedly-talked-trump-campaign-advisers","2018-05-19","FBI"
"President Trump to Cut Federal Funds From Clinics That Perform Abortions or Provide Referrals","https://www.allsides.com/story/president-trump-cut-federal-funds-clinics-provide-abortions","2018-05-18","Abortion"
"Farm Bill Fails to Pass House Amid Immigration Fight","https://www.allsides.com/story/farm-bill-fails-pass-house-amid-immigration-fight","2018-05-18","Agriculture"
"Koch Brothers Fund Advertisements Praising Democrats on Immigration","https://www.allsides.com/story/koch-brothers-fund-advertisements-praising-democrats-immigration-policy","2018-05-18","Immigration"
"Suspect in Custody After Texas School Shooting Leaves At Least 8 Dead","https://www.allsides.com/story/suspect-custody-after-texas-school-shooting-leaves-least-8-dead","2018-05-18","Violence in America"
"Supreme Court Rules States Can Legalize Sports Betting","https://www.allsides.com/story/supreme-court-rules-states-can-legalize-sports-betting","2018-05-17","Sports"
"One Year Into Russia Probe","https://www.allsides.com/story/one-year-russia-probe","2018-05-17","National Security"
"2018 Primary Results","https://www.allsides.com/story/2018-primary-results","2018-05-16","Elections"
"President Trump Officially Discloses Reimbursing Michael Cohen for Stormy Daniels Payment","https://www.allsides.com/story/trump-officially-discloses-reimbursing-michael-cohen-stormy-daniels-payment","2018-05-16","Politics"
"Senate Passes Resolution to Reinstate Net Neutrality Regulations","https://www.allsides.com/story/senate-votes-overturn-net-neutrality-rollback","2018-05-16","Technology"
"Senate Intel Committee Concludes Russia Interfered in 2016 Election","https://www.allsides.com/story/senate-intel-committee-concludes-russia-interfered-2016-election","2018-05-16","Russia"
"North Korea Threatens to Cancel US Summit","https://www.allsides.com/story/north-korea-threatens-cancel-us-summit","2018-05-16","North Korea"
"China to Contribute $500 Million to Trump-Linked Construction Project","https://www.allsides.com/story/china-contribute-500-million-trump-linked-construction-project","2018-05-15","China"
"U.S. Blocks United Nations Resolution Calling for Probe Into Gaza Violence","https://www.allsides.com/story/us-blocks-united-nations-resolution-calling-probe-gaza-violence","2018-05-15","Israel"
"Primary Day in 4 States","https://www.allsides.com/story/primary-day-4-states","2018-05-15","Elections"
"President Trump Moves to Lift Sanctions on Chinese Telecom Company","https://www.allsides.com/story/president-trump-moves-lift-sanctions-chinese-telecom-company","2018-05-14","China"
"WH Aide Jokes About McCain's Death","https://www.allsides.com/story/wh-aide-jokes-about-mccains-death","2018-05-14","White House"
"Clashes in Gaza Before US Embassy Opening","https://www.allsides.com/story/clashes-gaza-us-embassy-opening","2018-05-14","Middle East"
"Happy Mother's Day 2018","https://www.allsides.com/story/happy-mothers-day-2018","2018-05-13","Holiday"
"President Trump Unveils Plan to Lower Prescription Drug Prices","https://www.allsides.com/story/president-trump-unveils-plan-lower-prescription-drug-prices","2018-05-12","Healthcare"
"Treasury Department Opens Investigation Into Possible Leak of Cohen's Bank Records","https://www.allsides.com/story/michael-avenatti-under-scrutiny-after-releasing-cohen-bank-records","2018-05-11","Politics"
"Homeland Security Secretary Almost Quit After Trump Border Rant","https://www.allsides.com/story/homeland-security-secretary-almost-quit-after-trump-border-rant","2018-05-11","Homeland Security"
"Document Alleges Michael Cohen Received Millions of Dollars in Exchange for Access to Trump","https://www.allsides.com/story/document-alleges-michael-cohen-received-millions-dollars-exchange-access-trump","2018-05-10","Politics"
"Trump Welcomes Home North Korea Detainees","https://www.allsides.com/story/trump-welcomes-home-north-korea-detainees","2018-05-10","National Security"
"President Trump Withdraws from Iran Deal","https://www.allsides.com/story/president-trump-withdraws-iran-deal","2018-05-09","Foreign Policy"
"Democrats Push to Reinstate Net Neutrality Regulations","https://www.allsides.com/story/democrats-push-reinstate-net-neutrality-regulations","2018-05-09","Technology"
"US Detainees in North Korea Have Been Freed","https://www.allsides.com/story/us-detainees-north-korea-have-been-freed","2018-05-09","North Korea"
"New York Attorney General Eric Schneiderman Resigns Amid Reports of Assault","https://www.allsides.com/story/new-york-attorney-general-eric-schneiderman-resigns-amid-reports-assault","2018-05-08","Sexual Misconduct"
"President Trump Proposes $7 Billion Cut to Children's Health Insurance Program","https://www.allsides.com/story/president-trump-proposes-7-billion-cut-childrens-health-insurance-program","2018-05-08","Healthcare"
"Melania Trump Accused of Plagiarizing Obama-era Booklet for 'Be Best' Initiative","https://www.allsides.com/story/melania-trump-accused-plagiarizing-obama-era-booklet-be-best-initiative","2018-05-08","White House"
"Reactions Diverge After McCain Requests that Trump Not Attend His Funeral","https://www.allsides.com/story/reactions-diverge-after-mccain-requests-trump-not-attend-his-funeral","2018-05-08","Politics"
"White House To Unveil Spending Cuts Package to Congress","https://www.allsides.com/story/white-house-unveil-spending-cuts-package-congress","2018-05-08","Federal Budget"
"Connecticut Passes Bill to Commit Electoral Votes to Popular Vote Winner","https://www.allsides.com/story/connecticut-passes-bill-commit-electoral-votes-popular-vote-winner","2018-05-07","Elections"
"Melania Trump Launches 'Be Best' Initiative for Children","https://www.allsides.com/story/melania-trump-launches-be-best-initiative-children","2018-05-07","White House"
"President Trump Criticizes John Kerry for ""Shadow Diplomacy"" on Iran Deal","https://www.allsides.com/story/president-trump-criticizes-john-kerry-shadow-diplomacy-iran-deal","2018-05-07","Foreign Policy"
"CIA Director Nominee Moves Forward with Trump's Approval","https://www.allsides.com/story/cia-director-nominee-moves-forward-trumps-approval","2018-05-07","CIA"
"Opinions on Iran Nuclear Deal","https://www.allsides.com/story/opinions-iran-nuclear-deal","2018-05-06","Middle East"
"Rudy Giuliani Issues Statement Clarifying Remarks on Stormy Daniels Payment","https://www.allsides.com/story/rudy-giuliani-issues-statement-clarifying-remarks-stormy-daniels-payment","2018-05-05","Campaign Finance"
"April 2018 Jobs Report","https://www.allsides.com/story/april-2018-jobs-report","2018-05-04","Economy and Jobs"
"Trump Defends Payment to Stormy Daniels","https://www.allsides.com/story/trump-defends-payment-stormy-daniels","2018-05-03","White House"
"Boy Scouts to Change Name and Allow Girls to Enroll","https://www.allsides.com/story/boy-scouts-change-name-and-allow-girls-enroll","2018-05-02","General News"
"Mueller Threatened to Subpoena Trump","https://www.allsides.com/story/mueller-threatened-subpoena-trump","2018-05-02","National Security"
"John McCain Announces Senate Retirement, Offers Thoughts on Political Climate","https://www.allsides.com/story/john-mccains-announces-senate-retirement-opens-about-cancer-diagnoses-and-offers-thoughts","2018-05-01","Politics"
"What Mueller Wants to Ask Trump","https://www.allsides.com/story/what-mueller-wants-ask-trump","2018-05-01","National Security"
"Rubio Expresses Skepticism Over GOP Trickle-Down Tax Strategy","https://www.allsides.com/story/rubio-criticizes-gop-trickle-down-tax-strategy","2018-04-30","Taxes"
"Central American Caravan Migrants Seek Asylum at Border","https://www.allsides.com/story/central-american-caravan-migrants-seek-asylum-border","2018-04-30","Immigration"
"Reactions to White House Correspondents’ Dinner","https://www.allsides.com/story/reactions-white-house-correspondents%E2%80%99-dinner","2018-04-29","Arts and Entertainment"
"Alfie Evans, Terminally Ill British Toddler at Center of Legal Battle, Dies","https://www.allsides.com/story/alfie-evans-terminally-ill-british-toddler-center-legal-battle-dies","2018-04-28","Healthcare"
"Ben Carson Unveils Make Affordable Housing Work Act","https://www.allsides.com/story/ben-carson-unveils-make-affordable-housing-work-act","2018-04-27","Inequality"
"North and South Korea Set Bold Goals","https://www.allsides.com/story/north-and-south-korea-set-bold-goals","2018-04-27","North Korea"
"Macron Challenges ""America First"" Nationalism","https://www.allsides.com/story/macron-challenges-america-first-nationalism","2018-04-26","Politics"
"Ronny Jackson Withdraws as Nominee to Veterans Affairs","https://www.allsides.com/story/ronny-jackson-withdraws-nominee-veterans-affairs","2018-04-26","Veterans Affairs"
"Federal Judge Orders President Trump to Resume DACA","https://www.allsides.com/story/federal-judge-orders-president-trump-resume-daca","2018-04-25","Immigration"
"Supreme Court to Consider Travel Ban","https://www.allsides.com/story/supreme-court-consider-travel-ban","2018-04-25","Supreme Court"
"Bernie Sanders to Unveil Plan Guaranteeing Every American a Job","https://www.allsides.com/story/bernie-sanders-unveil-plan-guaranteeing-every-american-job","2018-04-24","Economy and Jobs"
"Confirmation Hearing Delayed for VA Secretary Nominee","https://www.allsides.com/story/confirmation-hearing-delayed-va-secretary-nominee","2018-04-24","US Senate"
"Senate Committee Approves the Nomination of Mike Pompeo","https://www.allsides.com/story/senate-committee-approves-nomination-mike-pompeo","2018-04-24","US Senate"
"Clintons, Bushes, Obamas, and Melania Trump Attend Funeral of Barbara Bush","https://www.allsides.com/story/clintons-bushes-obamas-and-melania-trump-attend-funeral-barbara-bush","2018-04-23","Bridging Divides"
"Reactions to North Korea's Denuclearization Pledge","https://www.allsides.com/story/reactions-north-koreas-denuclearization-pledge","2018-04-23","National Security"
"Waffle House Shooting","https://www.allsides.com/story/waffle-house-shooting","2018-04-22","Violence in America"
