"title","url","date","topics"
"Trump Responds to NK Missile Launch","https://www.allsides.com/story/trump-responds-nk-missile-launch","2017-08-29","North Korea"
"Reversal of Ban on Military Equipment","https://www.allsides.com/story/reversal-ban-police-getting-military-equipment","2017-08-28","White House"
"Mandatory Evacuations in Houston","https://www.allsides.com/story/mandatory-evacuations-houston","2017-08-28","Disaster"
"Harvey Causes Floods in Texas","https://www.allsides.com/story/harvey-causes-floods-texas","2017-08-27","Disaster"
"Trump Pardons Arpaio","https://www.allsides.com/story/trump-pardons-arpaio","2017-08-26","White House"
"Texas Braces for Hurricane Harvey","https://www.allsides.com/story/texas-braces-hurricane-harvey","2017-08-25","Environment"
"Cohn Criticizes Charlottesville Response","https://www.allsides.com/story/cohn-criticizes-charlottesville-response","2017-08-25","White House"
"WH Responds To Competency Remarks","https://www.allsides.com/story/wh-responds-competency-remarks","2017-08-24","White House"
"Trump Tweets Against McConnell, Ryan","https://www.allsides.com/story/trump-tweets-against-mcconnell-ryan","2017-08-24","White House"
"Analysis of Phoenix Rally","https://www.allsides.com/story/analysis-phoenix-rally","2017-08-23","Politics"
"Trump and Family Watch the Eclipse","https://www.allsides.com/story/trump-and-family-watch-eclipse","2017-08-22","White House"
"Trump Gives Speech on Afghanistan","https://www.allsides.com/story/trump-gives-speech-afghanistan","2017-08-22","White House"
"Secret Service Low on Funds","https://www.allsides.com/story/secret-service-low-funds","2017-08-21","White House"
"Solar Eclipse 2017","https://www.allsides.com/story/solar-eclipse-2017","2017-08-20","Holiday"
"Jerry Falwell Jr. Faces Backlash","https://www.allsides.com/story/jerry-falwell-jr-faces-backlash","2017-08-20","Religion and Faith"
"Bannon Returns to Breitbart","https://www.allsides.com/story/bannon-returns-breitbart","2017-08-19","Polarization"
"Bannon is Out","https://www.allsides.com/story/bannon-out","2017-08-18","White House"
"Terrorism Returns to Spain","https://www.allsides.com/story/terrorism-returns-spain","2017-08-18","Terrorism"
"Descendants of Robert E. Lee Speak Out","https://www.allsides.com/story/robert-e-lee-ancestors-denounce-confederate-statues","2017-08-17","Polarization"
"Trump Disbands Business Councils","https://www.allsides.com/story/trump-disbands-business-councils","2017-08-17","White House"
"Trump Blames Both Sides for VA Violence","https://www.allsides.com/story/trump-blames-both-sides-va-violence","2017-08-16","Violence in America"
"Are Building Standards Too Restrictive?","https://www.allsides.com/story/are-building-standards-too-restrictive","2017-08-15","Transportation"
"North Korea Backs Off Guam Threat","https://www.allsides.com/story/north-korea-backs-guam-threat","2017-08-15","North Korea"
"Trump Condemns Hate Groups","https://www.allsides.com/story/trump-condemns-hate-groups","2017-08-14","Polarization"
"Trump Reaction to Charlottesville","https://www.allsides.com/story/trump-reaction-charlottesville","2017-08-14","Polarization"
"White Nationalist March at UVA","https://www.allsides.com/story/white-nationalist-march-uva","2017-08-13","Polarization"
"Trump’s Remarks on Venezuela","https://www.allsides.com/story/trumps-remarks-venezuela","2017-08-12","Foreign Policy"
"Tweets Against the GOP","https://www.allsides.com/story/tweets-against-gop","2017-08-11","Republican Party"
"Trump Says US Military ""Locked & Loaded""","https://www.allsides.com/story/trump-says-us-military-locked-loaded","2017-08-11","National Defense"
"Anne Frank Center Criticizes Trump","https://www.allsides.com/story/anne-frank-center-criticizes-trump","2017-08-10","White House"
"Trump Criticizes McConnell","https://www.allsides.com/story/trump-criticizes-mcconnell","2017-08-10","Healthcare"
"Fired Over Free Speech?","https://www.allsides.com/story/fired-over-free-speech","2017-08-09","Free Speech"
"Trump Warns North Korea","https://www.allsides.com/story/trump-warns-north-korea-0","2017-08-09",""
"Trump Warns North Korea","https://www.allsides.com/story/trump-warns-north-korea","2017-08-08","North Korea"
"Democratic WV Governor Goes Republican","https://www.allsides.com/story/democratic-wv-governor-switches-republican","2017-08-08","Republican Party"
"Barack Obama Day","https://www.allsides.com/story/barack-obama-day","2017-08-07","Holiday"
"NK Vows Response Against Sanctions","https://www.allsides.com/story/nk-vows-response-against-sanctions","2017-08-07","North Korea"
"Senate Blocks Trump Recess Appointments","https://www.allsides.com/story/senate-blocks-trump-recess-appointments","2017-08-06","US Senate"
"Trump Defends McMaster","https://www.allsides.com/story/trump-defends-mcmaster","2017-08-05","National Security"
"Sessions to Investigate Leaks","https://www.allsides.com/story/sessions-investigate-leaks","2017-08-04","Justice"
"Mueller Assembles Grand Jury","https://www.allsides.com/story/mueller-assembles-grand-jury","2017-08-04","Politics"
"Vatican Criticizes Trump Supporters","https://www.allsides.com/story/vatican-criticizes-trump-supporters","2017-08-03","White House"
"Trump on Poor Russia Relations","https://www.allsides.com/story/trump-poor-russia-relations","2017-08-03","White House"
"Trump Launches ""Real News"" Show","https://www.allsides.com/story/trump-launches-real-news-show","2017-08-02","Media Bias"
"Senate Confirms Wray for FBI","https://www.allsides.com/story/senate-confirms-wray-fbi","2017-08-02","US Senate"
"Clashes Continue in Venezuela","https://www.allsides.com/story/clashes-continue-venezuela","2017-08-01","World"
"Scaramucci Fired as WH Comms Director","https://www.allsides.com/story/scaramucci-fired-wh-comms-director","2017-08-01","White House"
"President’s Speech to Police Officers","https://www.allsides.com/story/presidents-speech-police-officers","2017-07-31","Media Bias"
"Pence in Estonia","https://www.allsides.com/story/pence-estonia","2017-07-31","Foreign Policy"
"Senators to Limit Trump Firing Power","https://www.allsides.com/story/senators-limit-trump-firing-power","2017-07-30","US Senate"
"Priebus is Out, Kelly Replaces Him","https://www.allsides.com/story/priebus-out-kelly-replaces-him","2017-07-29","White House"
"House Funds Border Wall","https://www.allsides.com/story/house-funds-border-wall","2017-07-28","Budget - Debt"
"""Skinny Repeal"" Motions Fails","https://www.allsides.com/story/skinny-repeal-motions-fails","2017-07-28","US Senate"
"No Change to Transgender Policy","https://www.allsides.com/story/no-change-transgender-policy","2017-07-27","US Military"
"Scaramucci Calls Out ""Senior Leakers""","https://www.allsides.com/story/scaramucci-calls-out-senior-leakers","2017-07-27","White House"
"Transgender Service Members Speak Out","https://www.allsides.com/story/transgender-service-members-speak-out","2017-07-26","US Military"
"Transgender Military Ban","https://www.allsides.com/story/transgender-military-ban","2017-07-26","US Military"
"McCain Casts Critical Health Care Vote","https://www.allsides.com/story/mccain-casts-critical-health-care-vote","2017-07-25","Healthcare"
"Sessions Under Fire","https://www.allsides.com/story/sessions-under-fire","2017-07-25","Politics"
"Sessions Cracks Down on Marijuana","https://www.allsides.com/story/sessions-cracks-down-marijuana","2017-07-24","Marijuana Legalization"
"Kushner Denies Russia Collusion","https://www.allsides.com/story/kushner-denies-russia-collusion","2017-07-24","Politics"
"Congress Reaches Deal on Sanctions","https://www.allsides.com/story/congress-reaches-deal-sanctions","2017-07-23","Foreign Policy"
"Trump Talks Pardons in Russia Probe","https://www.allsides.com/story/trump-seeks-pardons-russia-probe","2017-07-22","Justice"
"Sean Spicer Resigns","https://www.allsides.com/story/sean-spicer-resigns","2017-07-21","White House"
"White House Legal Team Shake Up","https://www.allsides.com/story/white-legal-team-shake","2017-07-21","Medicare"
"Mueller Probes Trump’s Finances","https://www.allsides.com/story/mueller-probes-trump%E2%80%99s-finances","2017-07-20","Justice"
"McCain Diagnosed with Brain Cancer","https://www.allsides.com/story/mccain-diagnosed-brain-cancer","2017-07-20","US Senate"
"Sessions Expands Civil Asset Forfeiture","https://www.allsides.com/story/sessions-expands-civil-asset-forfeiture","2017-07-19","Criminal Justice"
"Senate To Hold Vote Despite Defections","https://www.allsides.com/story/senate-hold-vote-despite-defections","2017-07-19","US Senate"
"Too Few Votes to Repeal ACA","https://www.allsides.com/story/too-few-votes-repeal-aca","2017-07-18","US Senate"
"Health Bill Dies, Repeal Vote Planned","https://www.allsides.com/story/health-bill-dies-repeal-vote-planned","2017-07-18","US Senate"
"Outgoing Ethics Chief Makes Statement","https://www.allsides.com/story/outgoing-ethics-chief-makes-statement","2017-07-17","White House"
"Senate Delays Healthcare Vote","https://www.allsides.com/story/senate-delays-healthcare-vote","2017-07-17","US Senate"
"Trump Approval Hits Historic Low","https://www.allsides.com/story/trump-approval-hits-historic-low","2017-07-16","Politics"
"Administration Appeals Travel Ban Ruling","https://www.allsides.com/story/administration-appeals-travel-ban-ruling","2017-07-15","Immigration"
"Russian Meeting Story Continues","https://www.allsides.com/story/russian-meeting-story-continues","2017-07-14","White House"
"New Senate Health Bill Struggles","https://www.allsides.com/story/new-senate-health-bill-struggles","2017-07-14","US Senate"
"Senate GOP Unveils New Health Bill","https://www.allsides.com/story/senate-gop-unveils-new-health-bill","2017-07-13","US Senate"
"Impeachment Article Filed Against Trump","https://www.allsides.com/story/impeachment-articles-filed-against-trump","2017-07-13","Justice"
"Don Jr. Appears on Hannity","https://www.allsides.com/story/don-jr-appears-hannity","2017-07-12","Media Bias"
"POTUS Defends His Son","https://www.allsides.com/story/potus-defends-son","2017-07-12","Politics"
"McConnell Delays August Recess","https://www.allsides.com/story/mcconnell-delays-august-recess","2017-07-11","US Senate"
"NY Times Versus Donald Trump Jr.","https://www.allsides.com/story/ny-times-versus-donald-trump-jr","2017-07-11","Politics"
"Uncertain Future of Health Bill","https://www.allsides.com/story/uncertain-future-health-bill","2017-07-10","Healthcare"
"Trump Jr. Met With Russian Lawyer","https://www.allsides.com/story/trump-jr-met-russian-lawyer","2017-07-10","Politics"
"Ku Klux Klan Rally in Virginia","https://www.allsides.com/story/ku-klux-klan-rally-virginia","2017-07-09","General News"
"G-20 Protests","https://www.allsides.com/story/g-20-protests","2017-07-08","World"
"Trump to Meet with Putin","https://www.allsides.com/story/trump-meet-putin","2017-07-07","Foreign Policy"
"Trump Speaks in Poland","https://www.allsides.com/story/trump-speaks-poland","2017-07-06","White House"
"North Korea’s Major Missile Launch","https://www.allsides.com/story/north-koreas-major-missile-launch","2017-07-05","North Korea"
"Happy 4th of July!","https://www.allsides.com/story/happy-4th-july-0","2017-07-04","Holiday"
"Chris Christie Under Fire","https://www.allsides.com/story/chris-christie-under-fire","2017-07-03","Politics"
"Trump Intensifies Feud with CNN","https://www.allsides.com/story/trump-intensifies-fued-cnn","2017-07-02","Polarization"
"Trump Escalates Voter Fraud Probe","https://www.allsides.com/story/trumps-voter-fraud-investigation","2017-07-02","Voter Rights - Voter Integrity"
"Transgender Military Decision Delayed","https://www.allsides.com/story/pentagon-delays-accepting-transgender-troops","2017-07-01","Defense"
"Trump’s Election Investigation","https://www.allsides.com/story/trump%E2%80%99s-election-investigation","2017-06-30","Election: Presidential"
"Trump Floats Repeal Now, Replace Later","https://www.allsides.com/story/trump-floats-repeal-now-replace-later","2017-06-30","Healthcare"
"Trump Tweet Sparks Outrage","https://www.allsides.com/story/trump-tweet-sparks-outrage","2017-06-29","Media Bias"
"Travel Ban Goes Into Effect","https://www.allsides.com/story/travel-ban-goes-effect","2017-06-29","Immigration"
"White House Briefing Showdown","https://www.allsides.com/story/white-house-briefing-showdown","2017-06-28","Media Bias"
"Senate Healthcare Debacle","https://www.allsides.com/story/senate-healthcare-debacle","2017-06-28","US Senate"
"McConnell Delays Healthcare Vote","https://www.allsides.com/story/mcconnell-delays-healthcare-vote","2017-06-27","US Senate"
"CBO Report on Senate Health Care Bill","https://www.allsides.com/story/cbo-report-senate-health-care-bill","2017-06-27","US Senate"
"Supreme Court Declines to Hear Gun Case","https://www.allsides.com/story/supreme-court-declines-hear-gun-case","2017-06-26","Supreme Court"
"Supreme Court Enforces Travel Ban","https://www.allsides.com/story/supreme-court-will-review-travel-ban","2017-06-26","Supreme Court"
"Will Justice Kennedy Retire?","https://www.allsides.com/story/will-justice-kennedy-retire","2017-06-25","Supreme Court"
"Russian Election Hacking","https://www.allsides.com/story/russian-election-hack","2017-06-24","Election: Presidential"
"Analysis of Senate Healthcare Bill","https://www.allsides.com/story/analysis-senate-healthcare-bill","2017-06-23","Healthcare"
"GOP Health Plan Threatened","https://www.allsides.com/story/gop-health-plan-threatened","2017-06-23","Healthcare"
"Nancy Pelosi Under Fire","https://www.allsides.com/story/nancy-pelosi-under-fire","2017-06-22","Democratic Party"
"Senate Reveals Health Care Plan","https://www.allsides.com/story/senate-reveals-health-care-plan","2017-06-22","US Senate"
"GOP to Release Obamacare Repeal Bill","https://www.allsides.com/story/gop-release-obamacare-repeal-bill","2017-06-21","Healthcare"
"Analysis of Georgia Election","https://www.allsides.com/story/analysis-georgia-election","2017-06-21","Elections"
"Handel Wins Seat in Georgia","https://www.allsides.com/story/handel-wins-seat-georgia","2017-06-20","Elections"
"Spicer Taking on New Role","https://www.allsides.com/story/spicer-taking-new-role","2017-06-20","White House"
"Van Attack in London","https://www.allsides.com/story/van-attack-london","2017-06-19","Terrorism"
"Russia Condemns US Downing of Warplane","https://www.allsides.com/story/russia-condemns-us-downing-warplane","2017-06-19","World"
"US Sailors Found Dead After Collision","https://www.allsides.com/story/us-sailors-found-dead-after-collision","2017-06-18","US Military"
"Acquittal in Philando Castile Case","https://www.allsides.com/story/acquittal-philando-castile-case","2017-06-17","Justice"
"Trump Amends Cuba Policy","https://www.allsides.com/story/trump-amends-cuba-policy","2017-06-16","Foreign Policy"
"DHS Rescinds Amnesty Program","https://www.allsides.com/story/homeland-security-rescinds-amnesty-program","2017-06-16","Immigration"
"Trump Attacks Clinton","https://www.allsides.com/story/trump-attacks-clinton","2017-06-15","Politics"
"Obstruction of Justice Allegations","https://www.allsides.com/story/obstruction-justice-allegations","2017-06-15","White House"
"Rhetoric of Hate and Violence","https://www.allsides.com/story/rhetoric-hate-and-violence","2017-06-15","Polarization"
"Reaction to Sessions’ Testimony","https://www.allsides.com/story/reaction-sessions-testimony","2017-06-14","Politics"
"GOP Baseball Shooting","https://www.allsides.com/story/gop-baseball-shooting","2017-06-14","Politics"
"Sessions Disputes Russian Collusion","https://www.allsides.com/story/sessions-disputes-russian-collusion","2017-06-13","Politics"
"Questions for Sessions","https://www.allsides.com/story/questions-sessions","2017-06-13","Justice"
"Court Upholds Block on Travel Ban","https://www.allsides.com/story/court-upholds-block-travel-ban","2017-06-12","Immigration"
"Jeff Sessions to Testify","https://www.allsides.com/story/jeff-sessions-testify","2017-06-12","Justice"
"Theresa May in Peril","https://www.allsides.com/story/theresa-may-peril","2017-06-11","Great Britain"
"Trump Willing to Testify","https://www.allsides.com/story/trump-willing-testify","2017-06-10","White House"
"Vindication?","https://www.allsides.com/story/vindication","2017-06-09","White House"
"Fallout from Comey Testimony","https://www.allsides.com/story/fallout-comey-testimony","2017-06-09","National Security"
"Comey Testifies","https://www.allsides.com/story/comey-testifies-0","2017-06-08",""
"Comey Testifies on Trump-Russia Probe","https://www.allsides.com/story/comey-testifies-trump-russia-probe","2017-06-08","FBI"
"Questions for Comey","https://www.allsides.com/story/questions-comey","2017-06-08","National Security"
"Comey’s Testimony","https://www.allsides.com/story/comey%E2%80%99s-testimony","2017-06-07","FBI"
"Trump Taps Christopher Wray to Head FBI","https://www.allsides.com/story/trump-taps-christopher-wray-head-fbi","2017-06-07","FBI"
"More on the Leaked NSA Report","https://www.allsides.com/story/more-leaked-nsa-report","2017-06-06","National Security"
"NSA Leaker Found","https://www.allsides.com/story/nsa-leaker-found","2017-06-06","National Security"
"Comey Will Testify","https://www.allsides.com/story/comey-will-testify","2017-06-05","FBI"
"Trump Pushes Travel Ban","https://www.allsides.com/story/trump-pushes-travel-ban","2017-06-05","Immigration"
"Terror Attack in London","https://www.allsides.com/story/terror-attack-london","2017-06-04","Terrorism"
"Will Trump Block Comey?","https://www.allsides.com/story/will-trump-block-comey","2017-06-03","FBI"
"Travel Ban Heads to SCOTUS","https://www.allsides.com/story/travel-ban-heads-scotus","2017-06-02","Supreme Court"
"May Jobs Report","https://www.allsides.com/story/may-jobs-report-0","2017-06-02",""
"Trump Officially Exits Paris Climate Deal","https://www.allsides.com/story/trump-officially-leaves-paris-climate-deal","2017-06-01","Environment"
"Clinton Discusses Election Loss","https://www.allsides.com/story/clinton-discusses-election-loss","2017-06-01","Politics"
"Transgender Student Wins Landmark Appeal","https://www.allsides.com/story/transgender-teen-wins-appeal-bathroom-case","2017-05-31","General News"
"Trump Plans to Leave Climate Pact","https://www.allsides.com/story/trump-plans-leave-climate-pact","2017-05-31","Environment"
"US Successfully Intercepts ICBM","https://www.allsides.com/story/us-successfully-intercepts-icbm","2017-05-30","National Defense"
"WH Communications Director Resigns","https://www.allsides.com/story/wh-communications-diector-resigns","2017-05-30","White House"
"Happy Memorial Day","https://www.allsides.com/story/happy-memorial-day","2017-05-29","Holidays"
"Pressure Increases on Kushner","https://www.allsides.com/story/pressure-increases-kushner","2017-05-29","White House"
"Trump Slams Media Amidst Leaks","https://www.allsides.com/story/trump-slams-media-amidst-leaks","2017-05-28","Media Bias"
"Trump Delays Climate Accord Decision","https://www.allsides.com/story/trump-delays-climate-accord-decision","2017-05-27","Environment"
"Kushner Under Scrutiny","https://www.allsides.com/story/kushner-under-scrutiny","2017-05-26","White House"
"Gianforte Wins Montana Special Election","https://www.allsides.com/story/gianforte-wins-montana-special-election","2017-05-26","Elections"
"Trump’s 1st Budget Announced","https://www.allsides.com/story/trump%E2%80%99s-1st-budget-announced","2017-05-25","Budget - Debt"
"GOP Candidate Allegedly Assaults Reporter","https://www.allsides.com/story/gop-candidate-allegedly-assaults-reporter","2017-05-25","Elections"
"UK Slams US Leaks","https://www.allsides.com/story/uk-slams-us-leaks","2017-05-25","Media Bias"
"President Trump and Pope Francis Meet","https://www.allsides.com/story/president-trump-and-pope-francis-meet","2017-05-24","Religion and Faith"
"Attack in Manchester UK","https://www.allsides.com/story/attack-manchester-uk","2017-05-23","Terrorism"
"President Trump Visits Israel","https://www.allsides.com/story/president-trump-visits-israel","2017-05-22","Israel"
"Trump Speech Condemns Extremism","https://www.allsides.com/story/trump-speech-condemns-extremism","2017-05-21","Terrorism"
"Trump’s Speech on Islam","https://www.allsides.com/story/trump-arrives-saudi","2017-05-20","Politics"
"Trump’s First Foreign Trip","https://www.allsides.com/story/trump%E2%80%99s-first-foreign-trip","2017-05-19","Politics"
"Roger Ailes Dead","https://www.allsides.com/story/roger-ailes-dead","2017-05-18","Media Bias"
"Special Counsel Appointed","https://www.allsides.com/story/special-counsel-appointed","2017-05-18","Justice"
"Trump, Comey and the Flynn Investigation","https://www.allsides.com/story/trump-comey-and-flynn-investigation","2017-05-17","Politics"
"WaPo: Highly Classified Info Was Released","https://www.allsides.com/story/wapo-says-highly-classified-info-was-released","2017-05-16","National Security"
"Cyberattacks Slow but Fears Remain","https://www.allsides.com/story/cyberattacks-slow-fears-remain","2017-05-15","Cybersecurity"
"North Korea Launches Missile","https://www.allsides.com/story/north-korea-launches-missile","2017-05-14","North Korea"
"Trump and Comey","https://www.allsides.com/story/trump-and-comey","2017-05-13","FBI"
"Trump Threatens Comey","https://www.allsides.com/story/trump-threatens-comey","2017-05-12","Politics"
"Sessions Calls For Harsher Drug Sentences","https://www.allsides.com/story/sessions-calls-harsher-drug-sentences","2017-05-12","Justice"
"Comey’s Russia Investigation","https://www.allsides.com/story/comeys-russia-investigation","2017-05-11","White House"
"Call for a Special Prosecutor","https://www.allsides.com/story/call-special-prosecutor","2017-05-10","Politics"
"Trump Fires FBI Director Comey","https://www.allsides.com/story/trump-fired-fbi-director-comey","2017-05-09","Politics"
"Sally Yates Testifies","https://www.allsides.com/story/sally-yates-testifies","2017-05-09","Politics"
"Challenges for Emmanuel Macron","https://www.allsides.com/story/challenges-emmanuel-macron","2017-05-08","Elections"
"French Election","https://www.allsides.com/story/french-election-0","2017-05-07","Elections"
"Trump’s Religious Freedom Executive Order","https://www.allsides.com/story/trump-signs-executive-order-religious-freedom","2017-05-06","Religion and Faith"
"Senate Vows AHCA Overhaul","https://www.allsides.com/story/senate-vows-ahca-overhaul","2017-05-05","US Senate"
"House Passes AHCA","https://www.allsides.com/story/ahca-passes-house","2017-05-04","Healthcare"
"Health Care Vote Today","https://www.allsides.com/story/health-care-vote-today","2017-05-04","Healthcare"
"Obamacare Overhaul","https://www.allsides.com/story/obamacare-overhaul","2017-05-03","Healthcare"
"""Good Shutdown"" in September?","https://www.allsides.com/story/good-shutdown-september","2017-05-02","Politics"
"Government Shutdown Avoided","https://www.allsides.com/story/government-shutdown-avoided","2017-05-01","US Congress"
"Trump Rally and Correspondents Dinner","https://www.allsides.com/story/trump-rally-and-correspondents-dinner","2017-04-30","White House"
"Trump’s First 100 Days","https://www.allsides.com/story/trumps-first-100-days","2017-04-29","White House"
"Tension with North Korea","https://www.allsides.com/story/tension-north-korea","2017-04-28","North Korea"
"NAFTA Safe for Now","https://www.allsides.com/story/nafta-safe-now","2017-04-27","Trade"
"Trump Tax Plan","https://www.allsides.com/story/trump-tax-plan","2017-04-26","Taxes"
"Trump Holds Off on Wall Funding","https://www.allsides.com/story/trump-holds-wall-funding","2017-04-25","Federal Budget"
"French Election","https://www.allsides.com/story/french-election","2017-04-24","Europe"
"Earth Day March for Science","https://www.allsides.com/story/earth-day-march-science","2017-04-23","Science and Nature"
"Trump´s Tax Plan Announcement","https://www.allsides.com/story/trump-announcement-tax-plan","2017-04-22","Taxes"
"Paris Shooting, French Election","https://www.allsides.com/story/paris-shooting-french-election","2017-04-21","Europe"
"New Bid on Healthcare Reform","https://www.allsides.com/story/new-bid-healthcare-reform","2017-04-20","Healthcare"
"O’Reilly Out at Fox","https://www.allsides.com/story/oreilly-out-fox","2017-04-19","Arts and Entertainment"
"GA Election Heads to Runoff","https://www.allsides.com/story/ga-election-heads-runoff","2017-04-19","Elections"
"Will the 6th Flip?","https://www.allsides.com/story/will-6th-flip","2017-04-18","Elections"
"Tax Day Protests","https://www.allsides.com/story/tax-day-protests","2017-04-17","Taxes"
"Manhunt Underway After Facebook Homicide","https://www.allsides.com/story/manhunt-underway-after-facebook-homicide","2017-04-17","General News"
"North Korean Missile Launch Fails","https://www.allsides.com/story/north-korean-missile-launch-fails","2017-04-16","North Korea"
"Easter Sunday","https://www.allsides.com/story/easter-sunday","2017-04-16","Religion and Faith"
"North Korea Unveils New Missiles","https://www.allsides.com/story/north-korea-unveils-new-missiles","2017-04-15","World"
"North Korea Parades New Missiles","https://www.allsides.com/story/north-korea-parades-new-missiles","2017-04-15",""
"Why US Dropped Bomb on ISIS","https://www.allsides.com/story/why-us-dropped-bomb-isis","2017-04-14","World"
"North Korea Defiant","https://www.allsides.com/story/north-korea-defiant","2017-04-13","North Korea"
"Spicer’s Hitler-Assad Comments","https://www.allsides.com/story/spicer%E2%80%99s-hitler-assad-comments","2017-04-12","White House"
"Tensions Rise Over Syria","https://www.allsides.com/story/tensions-rise-over-syria","2017-04-11","World"
"Tillerson Goes to Moscow","https://www.allsides.com/story/tillerson-goes-moscow","2017-04-10","State Department"
"Opposing Policies on Syria","https://www.allsides.com/story/opposing-policies-syria","2017-04-09","White House"
"Church Bombings in Egypt","https://www.allsides.com/story/church-bombings-egypt","2017-04-09","Terrorism"
"Possible Shakeup in WH","https://www.allsides.com/story/possible-shakeup-wh","2017-04-08","White House"
"Senate Confirms Gorsuch","https://www.allsides.com/story/senate-confirms-gorsuch","2017-04-07","Supreme Court"
"Missile Strikes in Syria","https://www.allsides.com/story/missile-strikes-syria","2017-04-07","Foreign Policy"
"Senate GOP Goes Nuclear","https://www.allsides.com/story/senate-gop-goes-nuclear","2017-04-06","US Senate"
"Nunes Steps Aside","https://www.allsides.com/story/nunes-steps-aside","2017-04-06","US House"
"Did Susan Rice Commit a Crime?","https://www.allsides.com/story/did-susan-rice-commit-crime","2017-04-05","National Security"
"Filibuster Against Gorsuch","https://www.allsides.com/story/filibuster-against-gorsuch","2017-04-05","US Senate"
"Repeal Revival?","https://www.allsides.com/story/repeal-revival","2017-04-04","Healthcare"
"Explosion in St. Petersburg, Russia","https://www.allsides.com/story/explosion-st-petersburg-russia","2017-04-03","World"
"Fate of Gorsuch Nomination","https://www.allsides.com/story/fate-gorsuch-nomination","2017-04-02","US Senate"
"Ivanka’s Holdings","https://www.allsides.com/story/ivanka%E2%80%99s-holdings","2017-04-01","White House"
"Trump Supports Immunity Deal","https://www.allsides.com/story/trump-supports-immunity-deal","2017-03-31","White House"
"Flynn willing to testify","https://www.allsides.com/story/flynn-willing-testify-exchange-immunity","2017-03-30","Politics"
"Trump: Fight Freedom Caucus","https://www.allsides.com/story/trump-fight-freedom-caucus","2017-03-30","White House"
"NC to Repeal Bathroom Bill","https://www.allsides.com/story/nc-repeal-bathroom-bill","2017-03-30","Civil Rights"
"Brexit Begins","https://www.allsides.com/story/brexit-begins","2017-03-29","Great Britain"
"Should Nunes Step Aside?","https://www.allsides.com/story/should-nunes-step-aside","2017-03-28","Politics"
"Tattlegate","https://www.allsides.com/story/tattlegate","2017-03-27","Politics"
"Analyzing Health Care Defeat","https://www.allsides.com/story/analyzing-health-care-defeat","2017-03-27","Healthcare"
"Paul Ryan Taking a Hit","https://www.allsides.com/story/paul-ryan-taking-hit","2017-03-26","US House"
"AHCA Failure","https://www.allsides.com/story/ahca-failure","2017-03-25","Healthcare"
"Trump Ultimatum on AHCA","https://www.allsides.com/story/trump-ultimatum-ahca","2017-03-24","Healthcare"
"House Delays AHCA Vote","https://www.allsides.com/story/house-delays-ahca-vote","2017-03-23","Healthcare"
"More on London Attack","https://www.allsides.com/story/more-london-attack","2017-03-23","Great Britain"
"Attack at British Parliament","https://www.allsides.com/story/attack-british-parliament","2017-03-22","Great Britain"
"Healthcare Reform in the Senate","https://www.allsides.com/story/healthcare-reform-senate","2017-03-22","US Senate"
"Trump Heads to the Hill","https://www.allsides.com/story/trump-heads-hill","2017-03-21","Healthcare"
"Comey Testifies","https://www.allsides.com/story/comey-testifies","2017-03-20","FBI"
"Comey to Testify on Russian Interference","https://www.allsides.com/story/comey-testify-russian-interference","2017-03-20","FBI"
"Gorsuch Hearings to Start Monday","https://www.allsides.com/story/gorsuch-hearings-start-monday","2017-03-19","Supreme Court"
"Merkel Meets with Trump","https://www.allsides.com/story/merkel-meets-trump","2017-03-18","Foreign Policy"
"All Options Open with North Korea","https://www.allsides.com/story/all-options-open-north-korea","2017-03-17","Foreign Policy"
"Trump Budget Plan","https://www.allsides.com/story/trump-budge-plan","2017-03-16","Federal Budget"
"Judges Rule Against Travel Ban","https://www.allsides.com/story/judges-rule-against-travel-ban","2017-03-16","Justice"
"Trump’s 2005 Tax Returns Revealed","https://www.allsides.com/story/trump%E2%80%99s-2005-tax-returns","2017-03-15","Taxes"
"CBO Report on the AHCA","https://www.allsides.com/story/cbo-report-ahca","2017-03-14","Healthcare"
"Conway on Wiretaps","https://www.allsides.com/story/conway-wiretaps","2017-03-13","White House"
"US Attorney Fired, Refused Resignation","https://www.allsides.com/story/us-attorney-fired-after-refusing-resignation","2017-03-12","Justice"
"Trump is Happy with Jobs Report","https://www.allsides.com/story/trump-happy-jobs-report","2017-03-11","Economy and Jobs"
"Jobs Up in February","https://www.allsides.com/story/jobs-february","2017-03-10","Economy and Jobs"
"Health Care Plan Clears First Hurdle","https://www.allsides.com/story/health-care-plan-clears-first-hurdle","2017-03-09","Healthcare"
"Congress Debates Healthcare Proposal","https://www.allsides.com/story/congress-debates-healthcare-proposal","2017-03-08","Healthcare"
"Obamacare Repeal Plan","https://www.allsides.com/story/obamacare-repeal-plan","2017-03-07","Healthcare"
"Trump Signs New Travel Ban","https://www.allsides.com/story/trump-signs-new-travel-ban","2017-03-06","Immigration"
"More on Wiretapping Claims","https://www.allsides.com/story/more-wiretapping-claims","2017-03-06","Politics"
"Obama Denies Wiretap","https://www.allsides.com/story/obama-denies-wiretap","2017-03-05","White House"
"Claim of Wiretaps","https://www.allsides.com/story/claim-wiretaps","2017-03-04","White House"
"Is Session’s Recusal Enough?","https://www.allsides.com/story/session%E2%80%99s-recusal-enough","2017-03-03","Justice"
"Sessions and the Russian Ambassador","https://www.allsides.com/story/sessions-and-russian-ambassador","2017-03-02","Justice"
